run,steps,fid,num_real,num_fake,device,time_sec
best_15,15,124.37355041503906,1020,1020,cuda,19.94725099997595
step_25,25,125.45288848876953,1020,1020,cuda,19.972925799898803
step_50,50,126.36683654785156,1020,1020,cuda,19.38129450008273
step_100,100,126.97551727294922,1020,1020,cuda,18.640182900009677
